Tweet,Target 1,Stance 1,set
"Without legalized abortion , a lot more women will become parents whether or not they want to be and whether or not they 're ready to be .",abortion,FAVOR,train
"31 And this view can not readily distinguish other “ unenumerated ” rights of unquestioned authority , such as the rights to travel ( or not ) , 32 marry ( or not ) , 33 procreate ( or not ) , 34 and use contra­ceptives ( or not ) .",abortion,NONE,train
"I ’m cautiously optimistic that many of the college students I have seen agree to awful conclusions will grow up eventually and recognize that squirrels are n’t people , rape is actually wrong ( not just distasteful ) , and that a newborn child has the right to live .",abortion,AGAINST,train
"This might be a formal process ( such a process already exists , and courts already 'em ancipate ' teens from their parents occasionally ) , or it might be informal but contestible ( there 's a procedure in place for contesting it as well -- see Britney Spears ' situation for a recent and well-known example ) . """,abortion,NONE,train
"Indeed , the devil is about to throw some of you into prison , that you may be tested , and you will have tribulation ten days .",abortion,NONE,train
Both decisions were wrong .,abortion,NONE,train
He knew he was not wise .,abortion,NONE,train
"It is frustrating to see people bite the bullet on awful , extremist views .",abortion,NONE,train
"When we belittle the developing child in the womb , a scientific reality that most pro-choice advocates have come to admit , we belittle and distort that child 's mother .",abortion,AGAINST,train
"If we find our first premise to be a stone wall that can not be knocked down when we back up against it , our argument will be strong .",abortion,NONE,train
"Dr. King was a Christian minister whose ideas about equality and social justice were crucially affected by his faith ; those ideas were just as crucially affected by Gandhi and , for that matter , as J. Edgar Hoover would have pointed out , by the Communists in King ’s entourage .",abortion,NONE,train
Pacifists ’ dollars support the military ; Christian Scientists pay their share of medical programs .,abortion,NONE,train
"If “ person ” were defined as beginning at conception , then abortion would be the crime of murder .",abortion,AGAINST,train
"Our polls are n’t scientific , but every time we do them the results look just like this .",abortion,NONE,train
Quite frankly I feel my baby will be better off not being in a world like this .,abortion,FAVOR,train
Banning abortion risks illegal abortions .,abortion,FAVOR,train
This in itself is a somewhat blurred line because each pregnancy is unique and the point at which different fetuses becomes viable is variable .,abortion,NONE,train
One brief mistake can take away a woman 's childhood and trap her for life .,abortion,FAVOR,train
"As Congress has found , the practice is widely regarded within the medical profession as unnecessary , not only cruel to the child , but harmful to the mother , and a violation of medical ethics .",abortion,AGAINST,train
I rather be unwanted then by someone who did n't deserve me then to be dead .,abortion,AGAINST,train
Both kinds of coercion are unacceptable .,abortion,NONE,train
"The difference between that situation and an abortion is subtle , but substantial .",abortion,NONE,train
Many have complications ; some fetuses have severe disorders that can cause the child to live a very difficult and painful life .,abortion,FAVOR,train
Consider the claim that the immediate capacity for self-awareness bestows value on human beings .,abortion,NONE,train
"I have evolved on abortion issue , like Reagan evolved Q : In 1999 , you said you were "" very pro- choice . """,abortion,NONE,train
"They argue that a human fetus is a human being with a right to live , so abortion is similar to murder .",abortion,AGAINST,train
"That 's why even if pro-life advocates were hypocritical in this regard ( though I personally do n't know any abortion opponents who champion other sorts of murder ) that would say nothing about the main questions at hand : 1 ) when does human personhood begin and 2 ) should the law protect persons at all ages , locations , and stages of development .",abortion,AGAINST,train
